,AuthorName,AuthorProb
File_771,Author_2,0.3868907254270779
File_3269,Author_2,0.6008249501776655
File_364,Author_2,0.3873367233026622
File_3472,Author_2,0.42309991182464346
File_2889,Author_2,0.4654776105292787
File_2286,Author_2,0.5087553145659187
File_159,Author_3,0.5805898080386461
File_1984,Author_3,0.6133668029027627
File_3573,Author_3,0.6382474716212563
File_2146,Author_2,0.5462825628003164
File_970,Author_2,0.3584828943177709
File_3500,Author_2,0.2213596654013157
File_2893,Author_2,0.6285723186755684
File_1190,Author_2,0.11746792743592172
File_898,Author_2,0.625932169592795
File_1910,Author_2,0.43376865980708645
File_1785,Author_2,0.3132944596827434
File_2375,Author_2,0.5318426685034361
File_2639,Author_2,0.5453149087362055
File_433,Author_2,0.4620497696932446
File_3966,Author_2,0.31878999807536224
File_2734,Author_2,0.213745330978377
File_777,Author_2,0.6681658574723869
File_1546,Author_3,0.3429687279106326
File_2330,Author_3,0.46421531681972106
File_1575,Author_3,0.4067503958479932
File_117,Author_3,0.30739899259386116
File_3252,Author_3,0.5853323341012591
File_1630,Author_3,0.4404503716336192
File_1443,Author_2,0.355151345074632
File_3405,Author_2,0.1945962885936401
File_1824,Author_2,0.6497845483717988
File_3728,Author_2,0.4861588921468861
File_1123,Author_2,0.32799331169316437
File_2777,Author_2,0.2916411080751913
File_1717,Author_2,0.3230368313081331
File_2374,Author_2,0.2324005782152957
File_1505,Author_1,0.323457306921494
File_3722,Author_1,0.26296503812341077
File_1641,Author_1,0.46352724741669826
File_2887,Author_1,0.25187481770693965
File_386,Author_1,0.231393052201864
File_2134,Author_1,0.25695050334135994
File_191,Author_1,0.3795263730645747
File_3404,Author_1,0.3235321540878635
File_2000,Author_1,0.3209339336644871
File_2612,Author_1,0.296450196853311
File_788,Author_1,0.15121718334460144
File_742,Author_1,0.31764117051359286
File_1974,Author_3,0.08086762695367433
File_402,Author_3,0.435524560448989
File_2021,Author_3,0.28381302919491835
File_2511,Author_3,0.23033328537933018
File_3964,Author_3,0.5597233891150815
File_1798,Author_3,0.17113963306169055
File_3592,Author_3,0.38067836666266364
File_3101,Author_3,0.3842157789284184
File_2299,Author_3,0.394528846488277
File_907,Author_3,0.1929637186258888
File_645,Author_3,0.28494424764736737
File_929,Author_3,0.2697752610304984
File_3522,Author_3,0.30916041600008093
File_2023,Author_3,0.19284313691431443
File_577,Author_3,0.4219180552122911
File_21,Author_3,0.2405605782933936
File_34,Author_3,0.22032680209234623
File_248,Author_3,0.37845437805284265
File_3628,Author_3,0.5294565777307727
File_3376,Author_3,0.2581498249013203
File_73,Author_2,0.5736229207584883
File_571,Author_2,0.20706744541864874
File_429,Author_2,0.633189689025508
File_1578,Author_2,0.5317288735189708
File_1937,Author_2,0.3075933291390889
File_2836,Author_2,0.1355743353532297
File_2060,Author_2,0.4951773785263289
File_2884,Author_2,0.5445546380524592
File_3805,Author_2,0.3115190884921326
File_284,Author_2,0.4967999326574978
File_2602,Author_2,0.786481529903704
File_231,Author_2,0.6690688632640859
File_1417,Author_2,0.2518693722221701
File_323,Author_2,0.11964630142414534
File_2572,Author_2,0.3887869458570802
File_1277,Author_2,0.2290466601615031
File_1264,Author_2,0.5405115565024848
File_1421,Author_2,0.35037609913085555
File_2804,Author_2,0.4811062155742035
File_2472,Author_2,0.2754336006679461
File_2141,Author_2,0.20298601269850536
File_263,Author_2,0.5357724473305711
File_212,Author_2,0.2292701413484829
File_1069,Author_2,0.13031013692864435
File_629,Author_2,0.32518000849561435
File_764,Author_2,0.16936921763532387
File_1500,Author_2,0.46669565087984743
File_2689,Author_2,0.4436267518538122
File_3159,Author_2,0.2176781009522195
File_2518,Author_2,0.3834881229466759
File_3842,Author_4,0.4803559463484115
File_888,Author_4,0.43395474830198977
File_45,Author_4,0.582229008856822
File_1255,Author_4,0.6976074534876531
File_2468,Author_4,0.6041713543259053
File_2624,Author_3,0.4053961878453336
File_3692,Author_3,0.15260541836782138
File_1230,Author_3,0.15786457065662707
File_1172,Author_3,0.16727884193386555
File_1867,Author_3,0.35664674456363976
File_3563,Author_3,0.2736532971686203
File_3758,Author_3,0.47237497046259436
File_1267,Author_3,0.11235759679325241
File_1065,Author_2,0.32705546563384513
File_2444,Author_2,0.10456620256471116
File_1695,Author_2,0.2475191460181273
File_3589,Author_2,0.3008817630415992
File_826,Author_2,0.35597185598898906
File_516,Author_2,0.5307308147273603
File_1552,Author_2,0.4252769333413383
File_1914,Author_2,0.3140191672296764
File_3969,Author_2,0.5361597740260097
File_3662,Author_2,0.32754704271282087
File_236,Author_2,0.3745451639482109
File_1999,Author_2,0.21523630408506822
File_1331,Author_2,0.3824930639142897
File_2451,Author_2,0.4472889790804405
File_2167,Author_2,0.3367017554031405
File_1873,Author_4,0.3977368731836399
File_3432,Author_4,0.5526387870629508
File_3886,Author_4,0.5233780756197906
File_1057,Author_4,0.1464589300588015
File_3693,Author_4,0.2424926702905058
File_2488,Author_4,0.28732522502185454
File_2979,Author_4,0.5365563928124202
File_1014,Author_3,0.2039384534962858
File_3461,Author_3,0.3133182105716297
File_1965,Author_3,0.21417272881514537
File_1855,Author_3,0.5019220279152882
File_2266,Author_3,0.578505276151721
File_2679,Author_3,0.15409446857669584
File_2309,Author_3,0.2249085118220706
File_3970,Author_3,0.3763315029268264
File_3391,Author_2,0.504397084241788
File_3379,Author_2,0.5195235967620191
File_2435,Author_2,0.17454315604613502
File_1634,Author_2,0.39929733863285566
File_997,Author_2,0.6211326483198949
File_1537,Author_2,0.19192919822921528
File_2963,Author_2,0.4070970803580378
File_170,Author_2,0.4463971653611196
File_9,Author_2,0.27344638636574037
File_1547,Author_2,0.3643122519092321
File_1954,Author_2,0.6100356798691942
File_3525,Author_2,0.21801294349237843
File_2458,Author_2,0.20255686731637423
File_465,Author_2,0.4534010407787673
File_3994,Author_2,0.58005258176662
File_278,Author_2,0.5086676479226986
File_1263,Author_2,0.7538852349078857
File_2662,Author_2,0.3079387658553512
File_3747,Author_2,0.30563504115459406
File_1582,Author_2,0.2618562073554962
File_3232,Author_2,0.28774379309625886
File_3921,Author_2,0.772223202020268
File_1997,Author_2,0.25677975123202723
File_3133,Author_2,0.4830155642458056
File_2538,Author_2,0.4232782957872775
File_2872,Author_2,0.44387168035950064
File_3498,Author_2,0.5250621199274329
File_1562,Author_2,0.21209839452737844
File_3493,Author_2,0.7074913807109509
File_2315,Author_2,0.5876716085966979
File_3458,Author_2,0.33938347563031246
File_2152,Author_2,0.508711679734188
File_1342,Author_2,0.5488142263323481
File_1595,Author_2,0.10840749566220476
File_2014,Author_2,0.6061939762549358
File_2187,Author_2,0.5227537675561599
File_3276,Author_2,0.3142324737015747
File_3172,Author_2,0.743830596268693
File_660,Author_1,0.3392110043982607
File_561,Author_1,0.38733569615687025
File_1183,Author_1,0.3828565543393381
File_3453,Author_1,0.3788622130137971
File_606,Author_1,0.4697595831887824
File_2129,Author_1,0.3375132146963603
File_3261,Author_1,0.3043540454389353
File_1889,Author_1,0.32696791013761095
File_166,Author_2,0.49916722928925006
File_1665,Author_2,0.5999084631295215
File_2381,Author_2,0.42824962732444505
File_3080,Author_2,0.4293653327877075
File_616,Author_2,0.22138200862342905
File_985,Author_1,0.8074890337033296
File_513,Author_1,0.23099289074582363
File_1898,Author_1,0.8194041767901075
File_1513,Author_3,0.9511829757847436
File_815,Author_2,0.25633908816694617
File_3300,Author_2,0.10758099476571847
File_1218,Author_2,0.11316120185119138
File_885,Author_2,0.119368147824922
File_1820,Author_2,0.1225984409336045
File_809,Author_2,0.05308505970862143
File_743,Author_2,0.07886193588354717
File_2978,Author_2,0.08791275688084776
File_2865,Author_2,0.11489759708497216
File_1285,Author_2,0.2064360342023548
File_2251,Author_2,0.2599800599764085
File_2574,Author_2,0.3013390800883107
File_2504,Author_2,0.14277632412640684
File_1130,Author_2,0.1432296594633864
File_3670,Author_2,0.1665141876555285
File_3008,Author_2,0.2241142732283783
File_2947,Author_2,0.12496679725182447
File_643,Author_2,0.04225173170543339
File_2756,Author_2,0.1864484444371206
File_2335,Author_2,0.2299487324955346
File_2589,Author_2,0.225664169081652
File_372,Author_2,0.4979876313075302
File_3547,Author_2,0.4401169389804269
File_3283,Author_2,0.5835448351054653
File_569,Author_2,0.30903516043775314
File_1629,Author_2,0.6779856223063488
File_1688,Author_1,0.1370269216264528
File_2940,Author_1,0.11475429331259313
File_1705,Author_1,0.338289853022375
File_3188,Author_1,0.32721475638341224
File_3011,Author_1,0.18635663860502427
File_2569,Author_1,0.5492415923116303
File_2891,Author_1,0.24476994060875001
File_1569,Author_2,0.25654149766422685
File_2551,Author_2,0.3730101366826475
File_1584,Author_2,0.4582197341753893
File_2231,Author_2,0.4080718089144212
File_31,Author_2,0.3335077294655555
File_1465,Author_2,0.19199545300696452
File_470,Author_2,0.1710413947473668
File_2613,Author_2,0.15542935477733666
File_2297,Author_2,0.3271619643224991
File_2197,Author_2,0.6696237407643177
File_961,Author_2,0.2787729866929072
File_653,Author_2,0.469881224311926
File_1627,Author_2,0.4511400837471682
File_220,Author_2,0.35771361356952025
File_1428,Author_2,0.4895754320104436
File_2990,Author_2,0.5208859047049266
File_2501,Author_2,0.5987519444916314
File_1080,Author_2,0.5106921984975747
File_3319,Author_2,0.3634493156956454
File_2917,Author_2,0.651857212793405
File_3819,Author_2,0.36583106243787533
File_5,Author_2,0.556088916659449
File_3489,Author_2,0.40223693987815
File_2165,Author_2,0.37752480709108927
File_2341,Author_2,0.4771765402332644
File_1666,Author_2,0.5565941161775758
File_3110,Author_2,0.21402654041686953
File_1643,Author_1,0.4053586833124455
File_3768,Author_1,0.6960633186079976
File_1853,Author_1,0.33682355417833
File_2046,Author_1,0.4215428233282271
File_894,Author_3,0.4480036716423451
File_3290,Author_3,0.31066055545679083
File_2843,Author_3,0.7008114922740059
File_3066,Author_3,0.26955007398846953
File_1881,Author_3,0.4689375138404456
File_2087,Author_2,0.9249471609822236
File_2081,Author_2,0.7009349058378781
File_3680,Author_2,0.18085465239466725
File_397,Author_2,0.6519395886000516
File_2100,Author_2,0.46887639023717975
File_1982,Author_2,0.47264857384022363
File_1587,Author_2,0.7588318480540435
File_1361,Author_2,0.40818223608242055
File_2587,Author_2,0.3710338341574686
File_1193,Author_2,0.29647414242644765
File_75,Author_2,0.43376510576665683
File_3388,Author_2,0.2551141008963933
File_2588,Author_2,0.24156026513375295
File_210,Author_2,0.5584090109789477
File_3823,Author_2,0.49745968537396945
File_1111,Author_4,0.2877531944869728
File_716,Author_4,0.29186206579667595
File_748,Author_4,0.4645398036040894
File_1632,Author_4,0.5400908233957835
File_1636,Author_4,0.32913264473512716
File_1730,Author_4,0.19189877808657063
File_478,Author_4,0.3088074953615406
File_712,Author_4,0.2783115444439195
File_707,Author_4,0.2797535123117807
File_934,Author_4,0.3301623477399014
File_140,Author_2,0.34317456958953463
File_2508,Author_2,0.7735547527021646
File_26,Author_2,0.6373921578551158
File_3633,Author_2,0.2957568643117421
File_2643,Author_2,0.335672896650393
File_2615,Author_2,0.3712211263959857
File_154,Author_2,0.5909431667809054
File_3470,Author_2,0.6304055287148392
File_3448,Author_2,0.44550381808266937
File_1225,Author_2,0.36724612230682874
File_1015,Author_2,0.06304898416652249
File_3705,Author_2,0.6250624365586381
File_3980,Author_3,0.34455508595641826
File_3736,Author_3,0.7156609973866651
File_3506,Author_3,0.6662141772058718
File_3797,Author_3,0.6353039732500939
File_1592,Author_3,0.533537475263302
File_922,Author_4,0.15639463112610497
File_845,Author_4,0.1772788197382229
File_979,Author_4,0.3198073480636159
File_3799,Author_4,0.2560809308256128
File_1875,Author_4,0.4388192013562078
File_1249,Author_4,0.2985028419221407
File_2765,Author_4,0.14391369326274195
File_3632,Author_4,0.22375661315540785
File_3652,Author_4,0.1834414163824376
File_1125,Author_4,0.0996250699749548
File_316,Author_4,0.3133965278382551
File_2006,Author_2,0.3269573080909376
File_1731,Author_2,0.33418190141920057
File_2704,Author_2,0.14500687349725871
File_2442,Author_2,0.2690680973414943
File_2332,Author_2,0.22005423104263655
File_1599,Author_2,0.2141850628918216
File_1786,Author_2,0.16761054840966583
File_2382,Author_2,0.3718509584359663
File_1564,Author_2,0.3632456587611883
File_1545,Author_2,0.08842983703783669
File_2823,Author_2,0.30421242547034866
File_3849,Author_2,0.3641754510592822
File_417,Author_1,0.6424391576795465
File_2841,Author_1,0.0904788780031579
File_3873,Author_1,0.5805734111308912
File_3779,Author_1,0.6104660152888788
File_3437,Author_1,0.3494432751769071
File_407,Author_2,0.21211974992733762
File_575,Author_2,0.19535698719320882
File_2658,Author_2,0.28072461916371527
File_1128,Author_2,0.12553788980466596
File_2790,Author_2,0.5616638046810549
File_3596,Author_2,0.5630640110918539
File_3143,Author_2,0.24748311534442569
File_3944,Author_2,0.5141034691875555
File_2844,Author_2,0.4322652032551748
File_595,Author_2,0.5605762124110729
File_488,Author_2,0.5661327708244946
File_2786,Author_2,0.7729850458500075
File_3076,Author_4,0.2607988274877574
File_116,Author_4,0.49404343783912885
File_3189,Author_4,0.3048583340418056
File_2800,Author_4,0.09524199861521954
File_2324,Author_4,0.24915353478403257
File_3759,Author_4,0.16767264753372546
File_2797,Author_4,0.11226403313699573
File_549,Author_4,0.5025633315492803
File_531,Author_4,0.5445318995395834
File_1098,Author_2,0.20532958809094426
File_3774,Author_2,0.6077428236356648
File_1287,Author_2,0.49206519174744356
File_3296,Author_2,0.5611748015074642
File_3009,Author_2,0.33270012541053573
File_204,Author_2,0.4998482739224597
File_3664,Author_2,0.6574637998587222
File_1926,Author_1,0.6910185207958903
File_3044,Author_1,0.33180848048070966
File_1571,Author_1,0.3427268234965435
File_1992,Author_1,0.15429319176262024
File_298,Author_1,0.25003366556006856
File_3738,Author_1,0.1134372624981621
File_783,Author_1,0.2506780530833389
File_1284,Author_1,0.4088617335232685
File_3462,Author_1,0.2371902851402481
File_1555,Author_1,0.1001167293277807
File_2147,Author_0,0.36269070886441934
File_2050,Author_0,0.21140107866823232
File_3455,Author_0,0.4171031591991492
File_2101,Author_0,0.44815113611226465
File_3959,Author_0,0.0597852276562455
File_3554,Author_0,0.6023563764362778
File_666,Author_0,0.17856135911898896
File_2040,Author_1,0.6680608135931483
File_3411,Author_1,0.34266298273404106
File_67,Author_1,0.6110317606594736
File_916,Author_1,0.6443924975628885
File_604,Author_1,0.3771616174918001
File_400,Author_1,0.44073349503138726
File_1197,Author_1,0.5961174762115304
File_2732,Author_2,0.27637597471000586
File_3040,Author_2,0.2524106437924174
File_3931,Author_2,0.4066561706980689
File_1438,Author_2,0.2860368670171918
File_2541,Author_2,0.2902780354105161
File_1539,Author_2,0.32181669417677217
File_3650,Author_2,0.14203148727468018
File_281,Author_2,0.16236300711598672
File_1960,Author_2,0.44084822973907767
File_3183,Author_4,0.22695289376683658
File_1901,Author_4,0.7407731861582193
File_3336,Author_4,0.26578599835300576
File_2238,Author_4,0.37564766888108414
File_1433,Author_4,0.22533436215175984
File_321,Author_4,0.37229137692753667
File_732,Author_4,0.24306698628902157
File_2715,Author_2,0.4669415616781428
File_1698,Author_2,0.13189434920846244
File_2737,Author_2,0.3568937448947527
File_1269,Author_2,0.1324423540465185
File_214,Author_2,0.42471256130306667
File_1714,Author_2,0.15765947289016047
File_1410,Author_2,0.47045965390436373
File_1016,Author_2,0.3033253784118404
File_3550,Author_2,0.4608696383823895
File_3140,Author_2,0.3447334156635913
File_558,Author_2,0.3955587497093135
File_3910,Author_2,0.3411311420929466
File_1661,Author_2,0.6833629283757064
File_295,Author_2,0.7984809659171102
File_2494,Author_2,0.30342223209857533
File_3754,Author_1,0.23916344067980233
File_3007,Author_1,0.6706787843281221
File_416,Author_1,0.42033631131119664
File_2746,Author_1,0.2515631328435858
File_1348,Author_2,0.40339558871376124
File_2783,Author_2,0.29968386687010196
File_624,Author_2,0.45752877203631104
File_2372,Author_2,0.26209410379831954
File_530,Author_2,0.7820508964018357
File_1762,Author_2,0.35625036617718475
File_405,Author_4,0.36419129930181526
File_628,Author_4,0.3030199214131746
File_2084,Author_4,0.2579572942280881
File_2065,Author_4,0.541748653232178
File_1373,Author_4,0.11943208452878395
File_2943,Author_4,0.23511051619147827
File_632,Author_4,0.25111119914959845
File_1191,Author_4,0.3731426522121811
File_461,Author_4,0.21273063042919083
File_1437,Author_4,0.12948521669454038
File_1376,Author_4,0.4988595588540251
File_2201,Author_3,0.34852763577164914
File_2440,Author_3,0.3435564623210414
File_1743,Author_3,0.5701230170120634
File_3755,Author_3,0.3164991905147576
File_3897,Author_3,0.29669535932488666
File_495,Author_3,0.5613614779403855
File_1877,Author_3,0.34708998616750675
File_1822,Author_3,0.3035087546204456
File_1409,Author_2,0.573996293141195
File_1561,Author_2,0.17851313386536272
File_2976,Author_2,0.5247292797009264
File_2934,Author_2,0.5441161689128162
File_841,Author_2,0.25416228952032416
File_3793,Author_2,0.22600114200013843
File_3775,Author_2,0.3346509281581367
File_446,Author_1,0.14471537813323931
File_1199,Author_1,0.46341795808556085
File_1652,Author_1,0.41068648434238464
File_3,Author_1,0.15013449692203595
File_2497,Author_1,0.3446450121448831
File_864,Author_1,0.19691062248809188
File_2007,Author_1,0.5055966291752808
File_1591,Author_1,0.244574304413946
File_2156,Author_1,0.47709596868790827
File_852,Author_2,0.28242038328632235
